Controller,Kc,Ti,Td,OvershootValue,PeakTime_s,SettlingTime_s,DecayRatio,SteadyStateError,Score,MeetsAll
PID,4,1,1.5,0.0203365959085806,5.69,5.93363056924904,6.19725727585499,0,0.69,0
PID,2.75,1,1.35,0.020120144992279,5.7,5.83932500389547,8.81391447760353,0,0.7,0
PID,2,0.75,1.7,0.036053236153351,5.34,6.76169587271782,5.63628373675011,0,0.703716263249894,0
PID,1,0.5,2,0.0561890050047291,4.87,6.57350791931099,5.29590630492367,0,0.704093695076332,0
PID,3,1,1.4,0.0207727957121382,5.71,6.06758210617934,7.88187525314087,0,0.71,0
PI,6.75,0.5,NaN,0.371102125525506,0.42,1.47056614377029,9.89540288647568,0,0.711021255255056,0
PID,3.75,0.75,1.3,0.024318571153592,4.47,5.15689231489045,5.27835672099217,0,0.721643279007827,0
PID,4.75,0.75,1.2,0.0202010213406565,4.23,4.37473596839075,5.27697598821311,0,0.723024011786892,0
PID,12,0.5,0.05,0.194699429967826,0.31,0.90985486862199,5.27572010605694,0,0.724279893943064,0
PID,2.75,0.75,1.5,0.0306088422570716,4.89,6.00531141457349,5.2703883424537,0,0.7296116575463,0
PID,1.25,0.75,1.65,0.0321259513651813,5.73,7.07411222504323,9.08006709428482,0,0.73,0
PID,3.25,1,1.45,0.0211830350915254,5.73,6.18075631799055,7.17052773323593,0,0.73,0
PID,3.75,1,1.5,0.0208806528505614,5.73,6.11678505260727,6.38503778303443,0,0.73,0
PID,1.25,0.5,1.6,0.0511359533953142,4.29,5.73916049897457,5.25636161271558,0,0.743638387284418,0
PI,6.5,0.5,NaN,0.364784676697493,0.43,1.49979898858641,10.1019221057076,0,0.749768872682509,0
PID,1.5,0.75,1.85,0.0383430004852321,5.75,7.35217456080119,6.49998765765856,0,0.75,0
PID,4.25,0.75,1.25,0.0221605932939501,4.35,4.82819036398863,5.24669360760444,0,0.753306392395563,0
